end_date,year,ticker,form,Assets,EarningsPerShareBasic,EarningsPerShareDiluted,LiabilitiesAndStockholdersEquity,NetIncomeLoss,RetainedEarningsAccumulatedDeficit,StockholdersEquity,anomaly
2009-06-28,2009,SBUX,10-Q,-0.32727927361961917,-0.06349206349206347,-0.05737704918032792,-0.3277674563617649,-0.1251360915821614,-0.13050784811904217,-0.2289012088887218,0
2009-06-30,2009,AMZN,10-K,,-0.3531746031746032,-0.3524590163934427,,-0.17815159959257063,,,0
2009-06-30,2009,AMZN,10-Q,-0.3073048827010098,-0.0595238095238095,-0.05327868852459021,-0.30776327084961624,0.029843721487021246,-0.21830842737918107,-0.2199327187298049,0
2009-06-30,2009,BAC,10-Q,18.855274044779705,-0.055555555555555525,-0.04098360655737709,18.883399319213638,2.0570567744939194,2.070595351440647,4.937889841289088,0
2009-06-30,2009,C,10-K,,-0.2896825396825397,-0.28278688524590173,,0.6980975280105572,,,0
2009-06-30,2009,C,10-Q,,-0.16666666666666666,-0.15573770491803285,,1.9418332972359784,,,0
2009-06-30,2009,CAKE,10-Q,,-0.19444444444444448,-0.1885245901639345,,,,,0
2009-06-30,2009,EBAY,10-K,,-0.384920634920635,-0.38114754098360665,,-0.13889470248519778,,,0
2009-06-30,2009,EBAY,10-Q,-0.23146984181270067,0.13492063492063497,0.15573770491803274,-0.231815111407229,0.006078248115140364,-0.015193766339291767,-0.04249646425546611,0
2009-06-30,2009,GE,10-K,,-0.384920634920635,-0.38114754098360665,,0.36153481314802816,,,1
2009-06-30,2009,GE,10-Q,6.26433710972056,0.11111111111111115,0.13114754098360648,6.273681243353364,3.256948316159793,3.334219954269102,2.0091460969375214,1
2009-06-30,2009,JPM,10-K,,,,,,,,1
2009-06-30,2009,JPM,10-Q,16.91274555061039,-0.10317460317460315,-0.09016393442622954,16.93797327251528,1.3979107060624631,1.41357150264539,2.8823860797761762,1
2009-06-30,2009,JPM,8-K,,,,,,,,1
2009-06-30,2009,L,10-K,,,,,,,,0
